Parameter,Value at tick 1,Value at tick 2,Value at tick 3,Value at tick 4,Value at tick 5,Value at tick 6,Value at tick 7,Value at tick 8,Value at tick 9,Value at tick 10,Value at tick 11,Value at tick 12,Value at tick 13,Value at tick 14,Value at tick 15,Value at tick 16,Value at tick 17,Value at tick 18,Value at tick 19,Value at tick 20,Value at tick 21,Value at tick 22,Value at tick 23,Value at tick 24,Value at tick 25,Value at tick 26,Value at tick 27,Value at tick 28,Value at tick 29,Value at tick 30,Value at tick 31,Value at tick 32,Value at tick 33,Value at tick 34,Value at tick 35,Value at tick 36,Value at tick 37,Value at tick 38,Value at tick 39,Value at tick 40,Value at tick 41,Value at tick 42,Value at tick 43,Value at tick 44,Value at tick 45,Value at tick 46,Value at tick 47,Value at tick 48,Value at tick 49,Value at tick 50,Value at tick 51,Value at tick 52,Value at tick 53,Value at tick 54,Value at tick 55,Value at tick 56,Value at tick 57,Value at tick 58
total_stats_cpu0_dtlb_total_access_hit,35927,13488,10003,33016,35570,34737,34463,34359,34344,35089,35059,1,23586,18794,22267,35428,35241,34315,34910,34885,34515,35208,35030,24480,0,94,0,0,23,24844,0,0,0,0,0,23682,1,0,1,-n,11,11,11,11,216,229,18206,17731,0,0,0,4,0,0,0,0,0,8
total_stats_cpu0_dtlb_total_access_miss,135,88,185,40,4,29,31,31,34,9,11,7,182,317,193,11,11,45,35,28,35,4,5,133,0,13576,0,0,23,24844,0,0,0,0,0,37,0,0,0,63661,2,2,2,3,201,217,100,0,1.69898,3,0,4,1.72478,1.73071,1.73603,1.74131,6,0
total_stats_cpu0_dtlb_load_access,20111,7766,7093,17560,18672,18488,18295,18224,18320,18565,18542,6,17205,15123,14448,18685,18606,18310,18536,18523,18469,18593,18557,13324,0,13491,0,0,0,0,0,0,0,0,0,6979,0,0,0,63661,2,2,2,3,15,12,14966,0,8155083,3,0,0,8968832,9172773,9374542,9577221,6,0
total_stats_cpu0_dtlb_load_access_hit,20056,7683,6919,17527,18669,18466,18270,18200,18293,18556,18531,1,17032,14819,14269,18677,18597,18275,18511,18501,18439,18589,18552,13203,0,85,0,0,1,0,0,0,0,0,0,6978,0,0,0,0,0,0,0,0,188,26,14956,0,4800000,0,0,0,5200000,5300000,5400000,5500000,0,0
total_stats_cpu0_dtlb_load_access_miss,55,83,174,33,3,22,25,24,27,9,11,0,173,304,179,8,9,35,25,22,30,4,5,121,0,17662,0,713.795,1,0,-n,-n,-n,-n,-n,1,0,0,0,21791,2,2,2,3,174,26,10,0,36519,3,0,0,35987,36598,36181,36323,5,0
total_stats_cpu0_dtlb_rfo__access,15951,5810,3095,15496,16902,16278,16199,16166,16058,16533,16528,0,6563,3988,8012,16754,16646,16050,16409,16390,16081,16619,16478,11289,0,17653,0,1.65417,0,0,62,40622,41264,40994,39350,0,0,0,0,21791,2,2,2,3,14,0,0,0,36472,3,0,0,35946,36572,36158,36299,5,0
total_stats_cpu0_dtlb_rfo__access_hit,15871,5805,3084,15489,16901,16271,16193,16159,16051,16533,16528,0,6554,3975,7998,16751,16644,16040,16399,16384,16076,16619,16478,11277,522,9,6,4466272,0,0,62,40620,41260,40991,39345,0,0,0,0,0,0,0,0,0,28,0,0,0,47,0,0,0,41,26,23,24,0,0
total_stats_cpu0_dtlb_rfo__access_miss,80,5,11,7,1,7,6,7,7,0,0,0,9,13,14,3,2,10,10,6,5,0,0,12,513,0,6,2700000,0,0,0,2,4,3,5,0,0,0,0,41870,0,0,0,0,27,0,0,0,20057,0,1.67925,0,19933,20027,19878,19976,0,101
total_stats_cpu0_dtlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,20195,0,0,62,27590,28245,27986,27145,0,0,0,0,41870,0,0,0,0,1,0,0,0,20016,0,8396227,0,19896,20001,19855,19952,0,31
total_stats_cpu0_dtlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,20053,0,0,62,27588,28241,27983,27140,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,5000000,67170,37,26,23,24,0,70
total_stats_cpu0_dtlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,142,0,0,0,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16462,0,35430,67170,16054,16571,16303,16347,0,81
total_stats_cpu0_dtlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15246,0,0,0,13032,13019,13008,12205,0,0,0,0,0,0,0,0,0,0,0,16308,5759,16456,0,35396,0,16050,16571,16303,16347,0,19
total_stats_cpu0_dtlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,15115,0,0,0,13032,13019,13008,12205,0,0,0,0,0,0,0,0,0,0,19848,16307,5759,6,0,34,24113,4,0,0,0,0,62
total_stats_cpu0_dtlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,10,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19765,1,0,0,0,19540,24113,0,0,0,0,1,8
total_stats_cpu0_itlb_total_access,17907,7485,3035,15975,16910,16304,16463,16269,16540,17544,16983,0,8091,11909,12815,16989,16901,16560,16623,16623,17296,17080,17221,11780,0,10,0,4949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,16308,5759,0,0,19512,0,0,0,0,0,1,0
total_stats_cpu0_itlb_total_access_hit,17907,7473,3024,15974,16910,16304,16463,16269,16540,17544,16983,1,8086,11903,12814,16989,16901,16560,16623,16623,17296,17080,17221,11773,0,0,0,4938,0,0,0,0,0,0,0,0,-n,-n,-n,0,0,0,0,0,0,12886,16307,5759,0,0,28,43057,0,0,0,0,0,8
total_stats_cpu0_itlb_total_access_miss,0,12,11,1,0,0,0,0,0,0,0,1,5,6,1,0,0,0,0,0,0,0,0,7,0,0,251,11,0,0,0,0,0,0,0,0,64841,63975,63191,0,0,0,0,0,0,12803,1,0,0,1.70574,15890,43057,0,0,0,0,1.73576,0
total_stats_cpu0_itlb_load_access,17907,7485,3035,15975,16910,16304,16463,16269,16540,17544,16983,0,8091,11909,12815,16989,16901,16560,16623,16623,17296,17080,17221,11780,0,0,2,0,0,0,0,0,0,0,0,0,64841,63973,63189,0,0,0,0,0,0,83,0,0,0,8358106,15884,0,0,0,0,0,9720279,0
total_stats_cpu0_itlb_load_access_hit,17907,7473,3024,15974,16910,16304,16463,16269,16540,17544,16983,1,8086,11903,12814,16989,16901,16560,16623,16623,17296,17080,17221,11773,0,0,0,0,0,0,0,0,0,0,0,8.89474,0,2,2,0,0,0,0,0,0,6951,0,0,0,4900000,6,0,0,0,0,0,5600000,0
total_stats_cpu0_itlb_load_access_miss,0,12,11,1,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,7,0,0,2,0,-n,-n,0,0,0,0,0,9163,22013,21828,21758,0,0,0,0,0,0,6951,0,0,17353,36496,0,0,18602,19156,19542,19334,23615,11
total_stats_cpu0_itlb_rfo__access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.404,2,0,41311,55,0,0,0,0,0,9163,22013,21826,21756,0,0,0,0,0,0,0,0,0,17353,36454,0,0,18602,19156,19542,19334,23387,11
total_stats_cpu0_itlb_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31650,152,0,0,41308,55,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,228,0
total_stats_cpu0_itlb_rfo__access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31554,46,2,0,3,0,0,0,0,0,0,9163,42828,42147,41433,0,0,0,0,0,197,0,0,0,17353,20151,0,0,18602,19156,19542,19334,15909,70
total_stats_cpu0_itlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,106,0,0,28777,54,0,0,0,0,0,9163,42828,42147,41433,-n,-n,-n,-n,-n,34118,0,0,0,17353,20116,0,0,18602,19156,19542,19334,15711,0
total_stats_cpu0_itlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14065,138,0,0,28774,54,0,0,0,0,0,0,0,0,0,1.63911,1.64498,1.65148,1.65787,1.664,34021,0,0,0,0,35,0,1.71948,0,0,0,0,198,70
total_stats_cpu0_itlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13976,41,0,0,3,0,0,0,0,0,0,0,0,0,0,6392538,6579914,6771073,6963038,7155196,97,0,0,0,0,16345,17628,8769334,0,0,0,0,7706,62
total_stats_cpu0_itlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,97,0,0,12534,1,0,0,0,0,0,0,0,0,0,3900000,4000000,4100000,4200000,4300000,15098,0,4699,18,0,16338,17628,5100000,0,0,0,0,7676,0
total_stats_cpu0_itlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17576,9,0,0,12534,1,-n,11,11.25,10.6667,10.8,0,0,0,0,32699,32295,32516,32588,32491,15010,94,4685,18,0,7,0,36784,0,0,0,0,30,62
total_stats_cpu0_itlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,1.67252,0,0,0,0,0,0,0,0,0,0,0,0,17569,0,0,0,0,0,40105,2,4,3,5,0,0,0,0,32676,32265,32502,32575,32477,88,34,14,0,0,0,17628,36755,0,0,0,0,0,8
total_stats_cpu0_l1i_total_access,5351,1365,4799,6550,7238,7377,7052,7248,6969,6222,6852,2007018,5526,5372,4979,7143,6971,6804,7070,7140,6112,6786,6670,5121,7,9,0,0,0,0,40105,2,4,3,5,0,0,0,0,23,30,14,13,14,19005,60,4699,16,0,0,17628,29,0,0,0,0,0,0
total_stats_cpu0_l1i_total_access_hit,5351,1233,4676,6538,7238,7377,7052,7248,6969,6222,6852,1200000,5464,5344,4967,7143,6971,6804,7070,7140,6112,6786,6670,5055,0,0,0,37.0493,0,0,0,0,0,0,0,0,0,0,0,17288,17197,17245,17208,17180,18997,87,4685,16,0,0,0,20247,0,0,0,0,0,8
total_stats_cpu0_l1i_total_access_miss,0,132,123,12,0,0,0,0,0,0,0,32583,62,28,12,0,0,0,0,0,0,0,0,66,0,0,0,5773,0,0,27628,2,4,3,5,0,0,0,0,17266,17171,17231,17195,17166,8,27,14,0,0,0,0,20221,0,0,0,0,0,0
total_stats_cpu0_l1i_load_access,5351,1365,4799,6550,7238,7377,7052,7248,6969,6222,6852,32571,5526,5372,4979,7143,6971,6804,7070,7140,6112,6786,6670,5121,0,0,0,5766,0,0,27628,2,4,3,5,0,0,0,0,22,26,14,13,14,0,60,0,2,0,0,0,26,0,0,0,0,0,0
total_stats_cpu0_l1i_load_access_hit,5351,1233,4676,6538,7238,7377,7052,7248,6969,6222,6852,12,5464,5344,4967,7143,6971,6804,7070,7140,6112,6786,6670,5055,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,15411,15098,15271,15380,15311,0,0,0,2,0,0,0,16537,0,0,0,0,0,0
total_stats_cpu0_l1i_load_access_miss,0,132,123,12,0,0,0,0,0,0,0,17248,62,28,12,0,0,0,0,0,0,0,0,66,0,5,0,5773,0,0,12477,0,0,0,0,0,0,0,0,15410,15094,15271,15380,15311,0,0,0,0,5623,17788,0,16534,4010,4014,3187,3633,14209,0
total_stats_cpu0_l1i_rfo__access,0,0,0,0,0,0,0,0,0,0,0,17236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5766,0,0,12477,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5623,17788,0,3,4010,4014,3187,3633,14205,0
total_stats_cpu0_l1i_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
total_stats_cpu0_l1i_rfo__access_miss,0,0,0,0,0,0,0,0,0,0,0,15335,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5623,17788,0,0,4010,4014,3187,3633,14209,1.70701
total_stats_cpu0_l1i_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,15335,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,-n,11,10.5,0,0,0,0,0,15,0,0,0,5623,17788,0,0,4010,4014,3187,3633,14205,9729980
total_stats_cpu0_l1i_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,7926.5,0,0,0,0,0,0,0,0,0,1.61556,2,2,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,4,5700000
total_stats_cpu0_l1i_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1.67996,0,0,0,0,0,0,0,0,0,5816012,2,2,0,0,0,0,0,1,7,0,0,0,0,5026,0,0,0,0,0,0,21994
total_stats_cpu0_l1i_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,4367883,0,0,0,0,0,0,0,0,-n,3600000,0,0,0,0,0,0,0,0,0,111,68930,0,0,5026,0,0,0,0,0,0,21750
total_stats_cpu0_l1i_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2600000,0,72.3333,-n,0,0,0,0,0,24545,28514,2,2,0,0,0,0,0,0,60,102,68926,0,0,0,17605,0,0,0,0,0,244
total_stats_cpu0_l1i_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.226,21368,0,3,41174,0,0,0,0,0,24544,28396,2,2,0,0,0,0,0,0,0,9,4,0,0,5026,17605,0,0,0,0,0,15290
total_stats_cpu0_stlb_total_access,135,100,196,41,4,29,31,31,34,9,11,0,187,323,194,11,11,45,35,28,35,4,5,140,7,106,21213,0,2,41169,0,0,0,0,0,1,118,0,0,0,0,0,0,0,0,60,101,24639,0,0,5026,0,0,0,0,0,0,15080
total_stats_cpu0_stlb_total_access_hit,126,21,154,37,4,28,28,28,32,9,11,0,175,309,176,11,11,45,35,28,35,4,5,118,0,0,155,0,1,5,0,0,0,0,0,24545,15876,0,0,0,0,0,0,0,162.464,60,94,24635,0,0,0,17605,0,0,0,0,0,210
total_stats_cpu0_stlb_total_access_miss,9,79,42,4,0,1,3,3,2,0,0,15852,12,14,18,0,0,0,0,0,0,0,0,22,0,106,17594,0,3,28403,0,0,0,0,0,24544,15768,0,0,0,0,0,0,0,129,0,7,4,0,0,0,17605,0,0,0,0,0,6704
total_stats_cpu0_stlb_load_access,55,95,185,34,3,22,25,24,27,9,11,15852,178,310,180,8,9,35,25,22,30,4,5,128,0,97,17467,0,2,28398,0,0,0,0,0,1,108,0,0,0,0,0,0,0,49,60,10,44291,0,0,0,0,0,0,0,0,0,6670
total_stats_cpu0_stlb_load_access_hit,46,19,144,31,3,21,22,21,25,9,11,0,168,297,164,8,9,35,25,22,30,4,5,108,5,0,127,0,1,5,0,0,0,0,0,0,12638,0,0,0,0,0,0,0,80,0,8,44291,0,0,0,0,0,0,0,0,0,34
total_stats_cpu0_stlb_load_access_miss,9,76,41,3,0,1,3,3,2,0,0,15852,10,13,16,0,0,0,0,0,0,0,0,20,5,97,3774,0,0,12771,0,0,0,0,0,0,12628,0,0,8.56522,8.56667,8.71429,8.69231,8.92857,104,0,2,0,47,5056,0,0,41,26,23,24,4688,0
total_stats_cpu0_stlb_rfo__access,80,5,11,7,1,7,6,7,7,0,0,15852,9,13,14,3,2,10,10,6,5,0,0,12,0,9,3746,0,0,12771,-n,-n,-n,-n,-n,0,10,0,0,15821,15179,15801,16348,16178,32,0,0,0,47,5056,0,0,41,26,23,24,4671,0
total_stats_cpu0_stlb_rfo__access_hit,80,2,10,6,1,7,6,7,7,0,0,0,7,12,12,3,2,10,10,6,5,0,0,10,84,0,28,0,0,0,1.64826,1.64655,1.64397,1.64324,1.64109,0,0,0,0,15821,15179,15801,16348,16178,72,0,0,0,0,0,0,0,0,0,0,0,17,0
total_stats_cpu0_stlb_rfo__access_miss,0,3,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,4944781,5104309,5260703,5422688,5579705,0,0,0,0,0,0,0,0,0,8,0,0,0,41,5056,0,0,37,26,23,24,4688,0
total_stats_cpu0_stlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,187.143,0,0,3000000,3100000,3200000,3300000,3400000,0,0,0,0,15821,15179,15801,16348,16178,0,0,0,0,41,5056,0,0,37,26,23,24,4671,0
total_stats_cpu0_stlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,14950,0,0,32548,32976,32520,33434,32507,0,0,0,0,15821,15179,15801,16348,16178,8,0,0,0,0,0,0,0,0,0,0,0,17,0
total_stats_cpu0_stlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14866,0,0,32483,32887,32460,33413,32477,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,34,0,4,0,0,0,0,13639
total_stats_cpu0_stlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,84,0,0,65,89,60,21,30,0,0,0,0,0,0,0,0,0,0,0,60502,4,6,0,34,0,4,0,0,0,0,13635
total_stats_cpu0_stlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14950,0,0,24986,25146,24859,25801,25129,0,0,0,0,0,0,0,0,0,0,1.68353,60433,4,0,0,0,5606,0,0,0,0,0,4
total_stats_cpu0_stlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14866,0,0,24921,25059,24801,25781,25102,0,0,0,0,0,0,0,0,0,16,7575873,69,0,0,0,28,5606,0,0,0,0,0,13639
total_stats_cpu0_l1d_total_access,63781,23021,12757,59897,65323,63000,62720,62585,62138,63950,63810,0,28938,19942,33547,64873,64419,62029,63563,63430,62250,64333,63700,43597,7,0,0,84,0,0,65,87,58,20,27,0,0,0,0,0,0,0,0,0,16,4500000,21857,4,0,0,28,0,0,0,0,0,0,13635
total_stats_cpu0_l1d_total_access_hit,63748,22863,12480,59859,65319,62993,62712,62580,62133,63944,63808,0,28845,19859,33429,64871,64417,62025,63558,63427,62242,64330,63698,43493,0,0,0,0,0,0,7562,7830,7661,7633,7378,0,0,0,0,0,0,0,0,0,0,18073,21802,4,0,0,0,5606,0,0,0,0,0,4
total_stats_cpu0_l1d_total_access_miss,33,158,277,38,4,7,8,5,5,6,2,6484,93,83,118,2,2,4,5,3,8,3,2,104,0,0,0,0,0,0,7562,7828,7659,7632,7375,0,0,-n,-n,0,0,0,0,0,1,17768,55,0,0,0,6,5606,0,0,0,0,0,0
total_stats_cpu0_l1d_load_access,22254,8482,6820,20574,22092,21641,21480,21439,21425,21776,21811,6484,13730,12237,14541,22018,21953,21536,21789,21753,21543,21829,21820,15427,0,0,0,0,0,0,0,2,2,1,3,0,0,1.62461,1.6317,0,0,0,0,0,1,305,38636,0,0,0,6,0,0,0,0,0,0,0
total_stats_cpu0_l1d_load_access_hit,22221,8344,6551,20540,22088,21634,21473,21434,21420,21770,21809,0,13645,12162,14434,22016,21951,21532,21784,21750,21535,21826,21818,15337,0,0,0,0,0,0,0,0,0,0,0,0,0,6011046,6200457,0,0,0,0,0,0,13751,38623,0,0,0,0,0,0,0,0,0,0,0
total_stats_cpu0_l1d_load_access_miss,33,138,269,34,4,7,7,5,5,6,2,6484,85,75,107,2,2,4,5,3,8,3,2,90,0,0,0,0,0,0,0,0,0,0,0,194,21.4068,3700000,3800000,0,0,0,0,0,0,13470,13,0,66923,42,0,0,65373,67141,66220,66513,232,0
total_stats_cpu0_l1d_rfo__access,41518,14461,5896,39319,43231,41358,41237,41143,40711,42174,41999,6484,15196,7693,18988,42855,42466,40493,41774,41677,40707,42504,41880,28150,0,0,9,0,183,11,0,0,0,0,0,38,13242,33038,32401,0,0,0,0,0,0,281,0,0,66918,42,0,0,65368,67136,66214,66508,225,0
total_stats_cpu0_l1d_rfo__access_hit,41518,14443,5888,39315,43231,41358,41237,41143,40711,42174,41999,0,15188,7685,18977,42855,42466,40493,41774,41677,40707,42504,41880,28137,1.67761,675.858,14539,0,1,5,0,0,0,0,0,38,13240,33030,32377,0,0,0,0,0,0,4322,0,0,5,0,0,0,5,5,6,5,7,0
total_stats_cpu0_l1d_rfo__access_miss,0,18,8,4,0,0,0,0,0,0,0,0,8,8,11,0,0,0,0,0,0,0,0,13,4194016,23,14539,0,0,5,0,0,0,0,0,0,2,8,24,0,0,0,0,0,0,4298,0,0,24057,35,0,0,23690,23844,23696,23787,202,0
total_stats_cpu0_l1d_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,407,0,0,1,0,0,0,0,0,0,37,13242,17390,17176,0,0,0,0,0,183.225,24,0,0,24052,35,0,0,23685,23839,23690,23782,195,0
total_stats_cpu0_l1d_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19663,3.8765,14539,0,1,5,0,0,0,0,0,37,13240,17383,17152,0,0,0,0,0,80,0,0,0,5,0,0,0,5,5,6,5,7,0
total_stats_cpu0_l1d_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19236,0,14539,0,0,5,0,0,0,0,0,0,2,7,24,0,0,0,0,0,0,0,0,0,42866,7,65864,0,41683,43297,42524,42726,30,4952
total_stats_cpu0_l1d_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,1,0,0,0,0,0,0,1,0,15648,15225,0,0,0,0,0,80,0,90,1.69071,42866,7,65862,0,41683,43297,42524,42726,30,4936
total_stats_cpu0_l1d_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11618,0,0,0,0,0,0,0,0,0,0,1,0,15647,15225,-n,-n,-n,-n,-n,72,0,37,7946356,0,0,2,29,0,0,0,0,0,16
total_stats_cpu0_l1d_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11254,96.1112,0,0,0,0,0,0,0,0,0,0,0,1,0,6486,6811,6424,5825,6059,0,0,53,4700000,0,0,23827,29,0,0,0,0,0,4952
total_stats_cpu0_l2c_total_access,33,290,405,52,4,7,9,5,5,6,2,0,160,117,140,2,2,5,6,3,8,3,2,179,364,0.199232,0,0,0,0,0,0,0,0,0,0,0,0,0,6486,6811,6424,5825,6059,72,0,69,38184,0,0,23825,0,0,0,0,0,0,4936
total_stats_cpu0_l2c_total_access_hit,0,0,34,23,4,4,3,0,1,5,1,0,49,36,45,2,2,5,6,3,8,3,2,40,8045,68.4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,38166,0,0,2,26,0,0,0,0,0,16
total_stats_cpu0_l2c_total_access_miss,33,290,371,29,0,3,6,5,4,1,1,12,111,81,95,0,0,0,0,0,0,0,0,139,7982,0.00023579,0,190.226,0,0,8.83077,9.06742,9.15,8.85714,8.66667,0,0,0,0,6486,6811,6424,5825,6059,0,0,45,18,0,0,42037,26,0,0,0,0,0,0
total_stats_cpu0_l2c_load_access,33,270,392,46,4,7,7,5,5,6,2,12,147,103,119,2,2,4,5,3,8,3,2,156,63,0,0,149,0,0,9194,9158,9251,9506,9395,0,0,0,0,6486,6811,6424,5825,6059,8,0,13,21097,0,0,42037,0,0,0,0,0,0,0
total_stats_cpu0_l2c_load_access_hit,0,0,29,18,4,4,1,0,1,5,1,0,44,30,32,2,2,4,5,3,8,3,2,28,0,0.198535,0,124,0,0,9194,9158,9251,9506,9395,0,0,0,0,0,0,0,0,0,0,0,5,21081,0,0,0,3,0,0,0,0,0,0
total_stats_cpu0_l2c_load_access_miss,33,270,363,28,0,3,6,5,4,1,1,12,103,73,87,0,0,0,0,0,0,0,0,128,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,6,66682,0,3,5,5,7,6,33936,0
total_stats_cpu0_l2c_rfo__access,0,18,8,4,0,0,0,0,0,0,0,12,8,8,11,0,0,0,0,0,0,0,0,13,0,0.00047158,0,138,0,0,9194,9158,9251,9506,9395,0,0,0,0,0,0,0,0,0,0,0,0,17087,6,66680,0,0,5,5,7,6,33848,0
total_stats_cpu0_l2c_rfo__access_hit,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,116,0,0,9194,9158,9251,9506,9395,0,0,0,0,0,0,0,0,0,0,0,0,17085,0,2,0,0,0,0,0,0,88,0
total_stats_cpu0_l2c_rfo__access_miss,0,18,8,1,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,11,0,96.0767,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1639,0,2,5,24086,0,0,5,5,6,5,15624,0
total_stats_cpu0_l2c_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159503,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11337,7,0,5,24084,0,0,5,5,6,5,15544,0
total_stats_cpu0_l2c_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7158,85.8505,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11336,7,0,0,2,0,0,0,0,0,0,80,0
total_stats_cpu0_l2c_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7151,0.00286122,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42596,2,0,0,0,0,0,18305,248
total_stats_cpu0_l2c_writeback_access,0,0,5,2,0,0,1,0,0,0,0,0,5,6,10,0,0,1,1,0,0,0,0,9,7,0.00166904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11337,53,0,0,42596,1,0,0,0,0,0,18297,241
total_stats_cpu0_l2c_writeback_access_hit,0,0,5,2,0,0,1,0,0,0,0,0,5,6,10,0,0,1,1,0,0,0,0,9,7158,0.152598,0,0,0,0,0,0,0,0,0,-n,9,8.5,8.625,0,0,0,0,0,0,11336,0,0,0,0,1,67350,0,0,0,0,8,7
