Parameter,Value at tick 1,Value at tick 2,Value at tick 3,Value at tick 4,Value at tick 5,Value at tick 6,Value at tick 7,Value at tick 8,Value at tick 9,Value at tick 10,Value at tick 11,Value at tick 12,Value at tick 13,Value at tick 14,Value at tick 15,Value at tick 16,Value at tick 17,Value at tick 18,Value at tick 19,Value at tick 20,Value at tick 21,Value at tick 22,Value at tick 23,Value at tick 24,Value at tick 25,Value at tick 26,Value at tick 27,Value at tick 28,Value at tick 29,Value at tick 30,Value at tick 31,Value at tick 32,Value at tick 33,Value at tick 34,Value at tick 35,Value at tick 36,Value at tick 37,Value at tick 38,Value at tick 39,Value at tick 40,Value at tick 41,Value at tick 42,Value at tick 43,Value at tick 44,Value at tick 45,Value at tick 46,Value at tick 47,Value at tick 48,Value at tick 49,Value at tick 50,Value at tick 51,Value at tick 52,Value at tick 53,Value at tick 54,Value at tick 55,Value at tick 56,Value at tick 57,Value at tick 58
roi_stats_cpu3_dtlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4981,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,6880,5960,6286,6142,25991,17,0,0,16528,16592,42568,0,16047,16897,16550,16270,5582,19230,0
roi_stats_cpu3_dtlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,25,0,16521,16586,0,97.9068,16043,16897,16550,16270,5548,8,0
roi_stats_cpu3_dtlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5031,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6880,5960,6286,6142,15609,80,25,0,7,6,0,0.0747932,4,0,0,0,34,0,0
roi_stats_cpu3_dtlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6880,5960,6286,6142,15459,0,0,0,0,0,0,179.197,0,0,0,0,0,0,170.407
roi_stats_cpu3_dtlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1.64354,1.65322,1.65991,0,0,0,0,0,150,80,23,0,0,0,0,0,0,0,0,0,0,0,102
roi_stats_cpu3_dtlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.929,0,0,0,0,0,0,0,0,1.64549,5916753,6116914,6307664,0,0,0,0,0,10549,72,23,0,0,0,0,0,0,0,0,0,0,0,32
roi_stats_cpu3_dtlb_translation_access,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,5759202,3600000,3700000,3800000,0,0,0,0,0,10532,0,0,0,0,0,0,0.0747955,0,0,0,0,0,0,70
roi_stats_cpu3_dtlb_translation_access_hit,0,0,0,0,0,0,0,0,0,0,63682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,3500000,35328,35414,34391,16165,0,0,0,0,17,72,2,0,0,0,0,0,0,0,0,0,0,0,83
roi_stats_cpu3_dtlb_translation_access_miss,0,0,0,0,0,0,0,0,0,0,63681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,-n,8.68852,0,0,0,0,0,29540,35320,35406,34355,16165,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,7,21
roi_stats_cpu3_dtlb_prefetch_requested,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,208.2,139,0,26042,9594,0,0,0,0,0,29412,8,8,36,0,0,0,0,0,0,0,0,6358,18103,18618,0,0,19609,20154,20285,19793,13842,7,62
roi_stats_cpu3_dtlb_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,21786,0,0,0,0,0,0,0,0,0,0,0,0,0,31268,64,0,26042,9594,0,0,0,0,0,128,18629,18602,18361,16165,0,0,0,0,0,8,0,6358,18103,18618,0,98.0543,19609,20154,20285,19793,13838,0,8
roi_stats_cpu3_dtlb_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,21785,0,0,0,0,0,0,0,0,0,0,0,0,0,31172,75,0,0,0,0,0,0,0,0,18789,18623,18594,18326,16165,0,0,0,0,0,0,0,0,0,0,0,0.0700562,0,0,0,0,4,0,0
roi_stats_cpu3_dtlb_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,7,0,26042,9594,0,0,0,0,0,18671,6,8,35,0,0,0,0,0,0,0,0,6358,18103,18618,0,176.308,19609,20154,20285,19793,13842,0,8
roi_stats_cpu3_dtlb_average_miss_latency,22.8741,190.309,78.8266,23.9881,9,16.1724,29.4516,29.129,22.4194,9,41896,9,24.0889,16.6033,26.9095,9,9,9,9,9,9,9,9,0,13757,0,0,26042,9594,0,0,0,0,0,118,16699,16812,16030,0,0,0,0,0,0,0,0,6358,18103,18618,0,0,19609,20154,20285,19793,13838,0,0
roi_stats_cpu3_itlb_total_access,16887,7525,2964,14659,16375,15746,15974,15711,15962,17040,41896,16534,8175,11163,12389,16495,16369,15920,16097,16065,16691,16655,16676,0,13670,7,0,0,0,0,0,0,0,0,10751,16697,16812,16029,0,15,22,10,11,13541,0,0,0,0,0,0,0,0,0,0,0,4,0,0
roi_stats_cpu3_itlb_total_access_hit,16887,7513,2953,14658,16375,15746,15974,15711,15962,17040,0,16534,8170,11157,12388,16495,16369,15920,16097,16065,16691,16655,16676,0,87,0,0,0,0,0,0,0,0,0,10741,2,0,1,0,15,22,10,11,13537,0,0,0,0,0,72,0.0700573,0,0,0,0,0,168.182,0
roi_stats_cpu3_itlb_total_access_miss,0,12,11,1,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,17502,0,786.024,0,0,-n,-n,-n,-n,-n,10,0,0,0,0,0,0,0,0,4,0,67611,0,0,0,3,0,0,0,0,0,0,113,10
roi_stats_cpu3_itlb_load_access,16887,7525,2964,14659,16375,15746,15974,15711,15962,17040,0,16534,8175,11163,12389,16495,16369,15920,16097,16065,16691,16655,16676,0,17493,0,1.62905,0,0,24809,77,57,21,46,0,0,0,0,0,15,22,10,11,13541,1.67949,67603,0,0,0,2,0,0,0,0,0,0,43,10
roi_stats_cpu3_itlb_load_access_hit,16887,7513,2953,14658,16375,15746,15974,15711,15962,17040,0,16534,8170,11157,12388,16495,16369,15920,16097,16065,16691,16655,16676,0,9,6,4398431,0,0,24809,77,57,21,46,0,0,0,0,0,15,22,10,11,13537,7557697,8,0,0,0,1,0,0,0,0,0,0,70,0
roi_stats_cpu3_itlb_load_access_miss,0,12,11,1,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,6,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4500000,24354,0,0,0,3,98.0422,0,0,0,0,0,97,1
roi_stats_cpu3_itlb_rfo__access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15452,0,0,24809,75,55,20,43,0,0,0,0,0,0,0,0,0,0,18054,24346,0,0,0,2,0.0704491,0,0,0,0,0,35,1
roi_stats_cpu3_itlb_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.46,0,0,15276,0,0,24809,75,55,20,43,0,0,0,0,0,0,0,0,0,0,17804,8,0,0,0,1,176.527,0,0,0,0,0,62,0
roi_stats_cpu3_itlb_rfo__access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,176,0,0,0,0,0,0,0,0,16438,16029,15872,6733,0,0,0,0,0,250,43257,0,0,0,0,0,0,0,0,0,0,8,0
roi_stats_cpu3_itlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,12209,0,0,0,2,2,1,3,0,16438,16029,15872,6733,0,0,0,0,0,14639,43257,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu3_itlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,12048,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,14413,0,8,5717,5146,0,0.0704491,3671,3859,3493,3787,5274,8,0
roi_stats_cpu3_itlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,9,0,161,0,0,0,0,0,0,0,0,16438,16029,15872,6733,0,0,0,0,0,226,0,8,5717,5146,0,0,3671,3859,3492,3787,5257,0,0
roi_stats_cpu3_itlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,9,0,3243,0,0,0,0,0,0,0,0,16438,16029,15872,6733,0,0,0,0,0,3415,0,0,0,0,0,0,0,0,1,0,17,0,184.243
roi_stats_cpu3_itlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,0,7,5717,5146,0,0,3671,3859,3493,3787,5274,0,70
roi_stats_cpu3_itlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,173.024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,5717,5146,0,0,3671,3859,3492,3787,5257,8,0
roi_stats_cpu3_itlb_translation_access,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,6,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,63492,62459,64219,63469,5326,0,0,0,0,0,0,1.72778,0,0,1,0,17,8,70
roi_stats_cpu3_itlb_translation_access_hit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20.4219,0,0,0,0,63491,62457,64216,63467,5310,0,0,1,0,0,0,8811682,0,0,0,0,0,0,62
roi_stats_cpu3_itlb_translation_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,-n,-n,0,0,0,0,0,11697,0,0,0,0,1,2,3,2,16,0,9,1,0,0,0,5100000,0,0,0,0,0,0,0
roi_stats_cpu3_itlb_prefetch_requested,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185.917,75,0,32,24948,0,0,0,0,0,11695,0,0,0,0,21786,21585,21821,21797,5326,0,6,0,0,0,0,37608,0,0,0,0,0,0,62
roi_stats_cpu3_itlb_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,32,24948,0,0,0,0,0,2,0,0,0,0,21785,21583,21818,21795,5310,0,3,0,0,0,0,37579,0,0,0,0,0,0,8
roi_stats_cpu3_itlb_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,75,0,0,0,0,0,0,0,0,11697,0,0,0,0,1,2,3,2,16,0,9,0,0,0,0,29,0,0,0,0,0,0,0
roi_stats_cpu3_itlb_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,7,0,30,24948,0,0,0,0,0,11695,0,0,0,0,41706,40874,42398,41672,0,12004,6,0,0,0,0,20908,0,0,0,0,0,0,8
roi_stats_cpu3_itlb_average_miss_latency,-n,216.833,198,8,-n,-n,-n,-n,-n,-n,0,-n,8.8,78,9,-n,-n,-n,-n,-n,-n,-n,-n,0,135,0,0,30,24948,0,0,0,0,0,2,0,0,0,0,41706,40874,42398,41672,0,12004,3,0,0,0,0,20882,0,0,0,0,0,0,0
roi_stats_cpu3_l1i_total_access,5082,1438,4636,5991,7060,7135,6748,6997,6859,5816,0,6434,5451,5356,4883,6785,6813,6553,6855,6845,5900,6430,6332,0,45,7,0,0,0,0,0,0,0,0,0,6774,7334,6803,21,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
roi_stats_cpu3_l1i_total_access_hit,5082,1313,4512,5974,7060,7135,6748,6997,6859,5816,0,6434,5389,5328,4871,6785,6813,6553,6855,6845,5900,6430,6332,0,90,0,0,2,0,0,0,0,0,0,0,6772,7334,6803,21,0,0,0,0,0,12004,0,0,0,0,183,16700,0,0,0,0,0,197.129,0
roi_stats_cpu3_l1i_total_access_miss,0,125,124,17,0,0,0,0,0,0,0,0,62,28,12,0,0,0,0,0,0,0,0,0,9,0,0,2,0,-n,-n,-n,-n,-n,0,2,0,0,0,0,0,0,0,0,12004,0,69723,55,34,1,16697,55,12,23,31,254,70,0
roi_stats_cpu3_l1i_load_access,5082,1438,4636,5991,7060,7135,6748,6997,6859,5816,0,6434,5451,5356,4883,6785,6813,6553,6855,6845,5900,6430,6332,0,0,0,0,0,0,71,42501,41888,41489,40807,0,6774,7334,6803,17,0,0,0,0,0,0,0,69719,55,34,0,3,55,12,23,31,247,0,0
roi_stats_cpu3_l1i_load_access_hit,5082,1313,4512,5974,7060,7135,6748,6997,6859,5816,0,6434,5389,5328,4871,6785,6813,6553,6855,6845,5900,6430,6332,0,9,0,0,0,0,71,42499,41883,41486,40801,0,6772,7334,6803,17,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,7,70,0
roi_stats_cpu3_l1i_load_access_miss,0,125,124,17,0,0,0,0,0,0,0,0,62,28,12,0,0,0,0,0,0,0,0,0,0,0,31.4716,0,0,0,2,5,3,6,0,2,0,0,0,0,0,0,0,0,0,0,24995,48,28,1,0,51,12,23,31,220,62,0
roi_stats_cpu3_l1i_rfo__access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8606,0,0,71,29163,28366,28567,27902,0,0,0,0,4,0,0,0,0,0,0,0,24991,48,28,0,0,51,12,23,31,213,0,0
roi_stats_cpu3_l1i_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.429,0,0,8599,0,0,71,29161,28361,28564,27896,0,0,0,0,4,1,2,3,2,171,0,0,4,0,0,1,0,0,0,0,0,7,62,0
roi_stats_cpu3_l1i_rfo__access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46112,5,0,7,0,0,0,2,5,3,6,0,0,0,0,0,1,2,3,2,156,0,0,44728,7,6,0,0,4,0,0,0,34,8,0
roi_stats_cpu3_l1i_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46015,5,0,8606,0,0,0,13338,13522,12922,12905,0,0,0,0,0,0,0,0,0,15,0,3,44728,7,6,0,0,4,0,0,0,34,0,0
roi_stats_cpu3_l1i_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,8599,0,0,0,13338,13522,12922,12905,0,0,0,0,0,1,2,3,2,154,0,0,0,0,0,0,18133,0,0,0,0,0,8,0
roi_stats_cpu3_l1i_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16242,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,140,0,3,0,0,0,0,18133,0,0,0,0,0,0,0
roi_stats_cpu3_l1i_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,668.843
roi_stats_cpu3_l1i_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5302,0,0,0,0,0,18133,0,0,0,0,0,0,1.72938
roi_stats_cpu3_l1i_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29851,0,193.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5298,3,0,0,0,0,18133,0,0,0,0,0,0,9857488
roi_stats_cpu3_l1i_translation_access,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,29840,0,1.68099,0,0,0,0,0,0,0,0,0,8,8,36,63538,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5700000
roi_stats_cpu3_l1i_translation_access_hit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4370565,0,0,0,0,0,0,0,0,8,8,8,36,63537,0,0,0,0,0,5302,0,0,0,0,0,0,0,0,0,0,0,0,24095
roi_stats_cpu3_l1i_translation_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,0,-n,-n,0,0,0,0,0,13119,0,0,0,1,0,0,0,0,0,5298,0,5,66770,67048,0,0,64507,67808,66549,65477,26104,0,23943
roi_stats_cpu3_l1i_prefetch_requested,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190.596,20576,0,42614,61,0,0,0,0,0,13058,6,8,35,21780,0,0,0,0,0,4,0,5,66767,67046,0,0,64501,67803,66544,65472,26014,0,152
roi_stats_cpu3_l1i_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,20423,0,42611,61,0,0,0,0,0,61,6,8,35,21779,0,0,0,0,0,0,0,0,3,2,0,0,6,5,5,5,90,0,15739
roi_stats_cpu3_l1i_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,3,0,0,0,0,0,0,13119,0,0,0,1,0,0,0,0,0,0,0,4,24168,24318,0,0,23471,24066,23871,23668,14087,0,15600
roi_stats_cpu3_l1i_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,16923,0,29772,61,0,0,0,0,0,13058,2,0,1,41758,0,0,0,0,0,0,0,4,24165,24316,0,0,23465,24061,23866,23663,14005,0,139
roi_stats_cpu3_l1i_average_miss_latency,-n,256.768,249.298,43.1176,-n,-n,-n,-n,-n,-n,0,-n,132.194,59.9286,10.5,-n,-n,-n,-n,-n,-n,-n,-n,0,90,16797,0,29769,61,0,0,0,0,0,61,2,0,1,41758,1.68523,1.69194,1.69908,1.70475,42330,0,0,0,3,2,0,0,6,5,5,5,82,0,8356
roi_stats_cpu3_stlb_total_access,135,67,184,85,4,29,31,31,31,11,0,13,185,311,211,11,5,51,34,28,34,4,4,19,0,126,0,3,0,0,0,0,0,0,0,0,0,0,0,6740930,6936938,7136124,7330406,42240,0,0,0,42602,42730,0,0,41036,43742,42678,41809,12010,0,8343
roi_stats_cpu3_stlb_total_access_hit,126,8,124,79,4,28,28,28,29,11,0,13,172,297,193,11,5,51,34,28,34,4,4,18,90,3653,0,12842,0,0,0,0,0,0,0,0,0,0,0,4000000,4100000,4200000,4300000,90,0,1.64936,0,42602,42730,487,0,41036,43742,42678,41809,12002,508.443,13
roi_stats_cpu3_stlb_total_access_miss,9,59,60,6,0,1,3,3,2,0,0,0,13,14,18,0,0,0,0,0,0,0,0,1,9,3626,0,12842,0,-n,11,11,11,11,0,0,0,0,0,34761,34876,35148,34651,16531,0,7587055,0,0,0,0,6007,0,0,0,0,8,9,0
roi_stats_cpu3_stlb_load_access,55,65,174,75,3,22,25,24,24,11,0,13,178,296,197,8,4,40,24,22,29,4,4,0,0,27,0,0,0,41350,2,5,3,6,0,0,0,0,0,34737,34863,35138,34634,16450,0,4600000,0,0,0,3,6007,0,0,0,0,0,201,0
roi_stats_cpu3_stlb_load_access_hit,46,8,115,71,3,21,22,21,22,11,0,13,167,283,181,8,4,40,24,22,29,4,4,0,9,0,0,0,0,41349,2,5,3,6,0,0,0,0,0,24,13,10,17,81,0,18060,0,0,0,3.85644,0,0,0,0,0,0,3.85703,0
roi_stats_cpu3_stlb_load_access_miss,9,57,59,4,0,1,3,3,2,0,0,0,11,13,16,0,0,0,0,0,0,0,0,0,0,0,187.714,0,0,1,0,0,0,0,0,0,0,0,0,18547,18554,18565,18551,25784,250,17780,0,0,0,0,6007,0,0,0,0,0,0,0
roi_stats_cpu3_stlb_rfo__access,80,2,10,10,1,7,6,7,7,0,0,0,7,15,14,3,1,11,10,6,5,0,0,0,0,0,6765,0,0,28426,2,5,3,6,0,0,0,0,0,18523,18541,18555,18534,25776,234,280,1,0,0,0,6007,0,0,0,0,0,0,0
roi_stats_cpu3_stlb_rfo__access_hit,80,0,9,8,1,7,6,7,7,0,0,0,5,14,12,3,1,11,10,6,5,0,0,199.433,0,0,6680,0,0,28425,2,5,3,6,0,64684,64954,61979,1,24,13,10,17,8,16,13321,1,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu3_stlb_rfo__access_miss,0,2,1,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,156,0,0,85,0,0,1,0,0,0,0,0,64684,64953,61977,1,16214,16322,16583,16100,0,226,13062,0,0,0,97.8957,0,0,0,0,0,0,97.209,0
roi_stats_cpu3_stlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,6765,0,0,12924,0,0,0,0,0,0,1,2,0,16214,16322,16583,16100,0,210,259,1.6573,3,2,0.0763177,0,6,5,7,6,115,0.110257,0
roi_stats_cpu3_stlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,6680,0,0,12924,0,0,0,0,0,21973,22008,21551,1,0,0,0,0,0,16,4739,7789300,3,1,178.056,0,6,5,7,6,45,66.1153,0
roi_stats_cpu3_stlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,85,0,0,0,0,0,0,0,0,21973,22007,21549,1,0,0,0,0,0,24,4718,4700000,0,1,0,0,0,0,0,0,70,0,0
roi_stats_cpu3_stlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,24,21,35622,3,2,0,0,6,5,6,5,99,0,0
roi_stats_cpu3_stlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,42711,42946,40428,0,0,0,0,0,0,0,0,35599,3,1,0.0763198,0,6,5,6,5,37,0.110055,0
roi_stats_cpu3_stlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,42711,42946,40428,0,0,0,0,0,120,0,0,23,0,1,0,0,0,0,0,0,62,0,0
roi_stats_cpu3_stlb_translation_access,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,19542,0,0,0,0,0,0,0,0,8,0.000205135,20.1118
roi_stats_cpu3_stlb_translation_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13.2131,0,0,0,0,0,0,0,0,80,0,0,19521,0,0,0,0,0,0,0,0,0,0,13138
roi_stats_cpu3_stlb_translation_access_miss,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78431,0,11,-n,0,0,0,0,0,130,0,0,0,0,0,0,0,0,97,0,0,21,0,0,97.9461,29,0,0,0,0,8,97.8769,13137
roi_stats_cpu3_stlb_prefetch_requested,0,0,0,0,0,0,0,0,0,0,3.89154,0,0,0,0,0,0,0,0,0,0,0,0,0,723.646,14393,0,3,41619,0,0,0,0,0,122,0,0,0,0,0,0,0,0,25,0,0,16080,0,0,0.074428,29,0,0,0,0,0,0.0645261,1
roi_stats_cpu3_stlb_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69236,14393,0,3,41616,0,0,0,0,0,8,0,0,0,0,0,0,0,0,72,0,11336,16078,0,0,178.041,0,0,0,0,0,0,200.095,13138
roi_stats_cpu3_stlb_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4230899,0,0,0,3,0,0,0,0,0,120,0,0,0,0,0,0,0,0,8,19150,11335,2,0,0,0,26,0,0,0,0,0,0,13137
roi_stats_cpu3_stlb_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2500000,14393,0,3,28540,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,19059,1,0,0,0,0,26,0,0,1,1,8,0,1
roi_stats_cpu3_stlb_average_miss_latency,208.111,211.288,235.917,208.167,-n,208,211.333,208,208,-n,98.1703,-n,208.077,194.071,207.833,-n,-n,-n,-n,-n,-n,-n,-n,0,20913,14393,0,3,28537,0,0,0,0,0,7,2,1,2,1.67877,0,0,0,0,8,91,11336,0,0,0,0.0744304,0,0,0,1,1,8,0.0645279,0
roi_stats_cpu3_l1d_total_access,62530,24131,12497,56510,65345,62849,62765,62604,62574,63866,0.268146,63512,30455,20029,31198,64835,64792,61636,63563,63444,62237,64313,64009,1,20395,0,0,0,3,0,0,0,0,0,10,2,1,2,6547205,0,0,0,0,0,12509,11335,0,0,0,0,3,0,0,0,0,0,0,0
roi_stats_cpu3_l1d_total_access_hit,62498,24012,12206,56446,65341,62843,62756,62599,62569,63860,206.912,63506,30361,19945,31081,64833,64789,61632,63558,63441,62229,64311,64006,1,518,0,0,0,13079,0,0,0,0,0,9,0,0,0,3900000,8.45833,8.69231,8.7,8.70588,0,12418,1,0,1.66608,1,0,3,1.69261,1.69707,1.70324,1.70854,70,0,0
roi_stats_cpu3_l1d_total_access_miss,32,119,291,64,4,6,9,5,5,6,0,6,94,84,117,2,3,4,5,3,8,2,3,0,13071,0,0,0,13079,11,-n,-n,-n,-n,1,2,1,2,35012,16519,17399,17291,16963,0,91,0,0,7997170,0,0,0,8801553,8994478,9197512,9396970,0,0,0
roi_stats_cpu3_l1d_load_access,21788,8826,6705,19514,22105,21587,21484,21458,21484,21764,0,21774,13847,12287,14112,22031,22021,21467,21780,21758,21559,21822,21867,0,12628,0,0,0,0,1,1.62192,1.62097,1.62035,1.61778,0,2,1,2,34991,16519,17399,17291,16963,14,6626,0,0,4800000,1,97.9044,0,5200000,5300000,5400000,5500000,70,97.3515,0
roi_stats_cpu3_l1d_load_access_hit,21756,8719,6422,19462,22101,21581,21476,21453,21479,21758,0.268178,21768,13761,12211,14006,22029,22018,21463,21775,21755,21551,21820,21864,0,443,0,0,0,0,1,5027957,5187105,5347145,5500451,0,0,0,0,21,0,0,0,0,14,6626,0,17803,36314,1,0.0760927,0,35589,34437,35733,35267,62,0.0946463,0
